Character Name,Energy,Danceability,Valence,Tempo,Archetype
Character_1133,0.44,0.3,0.7,116,The Rebel
Character_1134,0.52,0.4,0.68,128,The Sage
Character_1135,0.78,0.73,0.66,131,The Star
Character_1136,0.44,0.7,0.31,87,The Charmer
Character_1137,0.87,0.88,0.74,115,The Sage
Character_1138,0.67,0.76,0.49,101,The Sage
Character_1139,0.66,0.87,0.7,96,The Poet
Character_1140,0.73,0.72,0.63,87,The Lover
Character_1141,0.85,0.48,0.51,108,The Mystic
Character_1142,0.59,0.36,0.38,118,The Poet
Character_1143,0.77,0.77,0.36,113,The Lover
Character_1144,0.71,0.69,0.8,141,The Rebel
Character_1145,0.55,0.33,0.85,123,The Mystic
Character_1146,0.88,0.52,0.69,103,The Poet
Character_1147,0.84,0.87,0.36,140,The Mystic
Character_1148,0.76,0.6,0.54,105,The Mystic
Character_1149,0.87,0.56,0.74,87,The Hero
Character_1150,0.88,0.57,0.77,107,The Star
Character_1151,0.79,0.43,0.37,128,The Hero
Character_1152,0.86,0.52,0.3,78,The Lover
Character_1153,0.78,0.52,0.73,142,The Dreamer
Character_1154,0.77,0.33,0.51,141,The Warrior
Character_1155,0.74,0.76,0.45,120,The Charmer
Character_1156,0.81,0.55,0.31,104,The Dreamer
Character_1157,0.49,0.79,0.62,74,The Warrior
Character_1158,0.88,0.81,0.81,83,The Lover
Character_1159,0.88,0.43,0.87,99,The Lover
Character_1160,0.42,0.69,0.64,73,The Rebel
Character_1161,0.85,0.58,0.61,108,The Charmer
Character_1162,0.47,0.83,0.35,133,The Star
Character_1163,0.58,0.43,0.63,94,The Mystic
Character_1164,0.81,0.71,0.53,97,The Hero
Character_1165,0.49,0.66,0.66,145,The Hero
Character_1166,0.85,0.48,0.53,135,The Lover
Character_1167,0.86,0.38,0.44,147,The Hero
Character_1168,0.68,0.69,0.36,91,The Lover
Character_1169,0.4,0.74,0.49,100,The Mystic
Character_1170,0.56,0.49,0.36,92,The Lover
Character_1171,0.74,0.69,0.41,117,The Rebel
Character_1172,0.94,0.54,0.89,89,The Star
Character_1173,0.75,0.73,0.57,107,The Sage
Character_1174,0.54,0.42,0.62,124,The Poet
Character_1175,0.75,0.83,0.82,137,The Star
Character_1176,0.7,0.47,0.9,148,The Star
Character_1177,0.83,0.52,0.65,70,The Dreamer
Character_1178,0.46,0.33,0.79,76,The Charmer
Character_1179,0.82,0.37,0.5,126,The Charmer
Character_1180,0.7,0.61,0.48,81,The Warrior
Character_1181,0.93,0.46,0.54,74,The Poet
Character_1182,0.59,0.8,0.7,119,The Mystic
Character_1183,0.75,0.31,0.71,111,The Sage
Character_1184,0.91,0.53,0.49,81,The Sage
Character_1185,0.46,0.5,0.38,87,The Charmer
Character_1186,0.92,0.31,0.68,135,The Star
Character_1187,0.78,0.37,0.38,143,The Rebel
Character_1188,0.44,0.55,0.65,148,The Warrior
Character_1189,0.57,0.6,0.72,86,The Lover
Character_1190,0.79,0.54,0.72,137,The Warrior
Character_1191,0.44,0.62,0.75,140,The Dreamer
Character_1192,0.72,0.66,0.82,131,The Warrior
Character_1193,0.59,0.31,0.6,110,The Star
Character_1194,0.74,0.58,0.74,103,The Mystic
Character_1195,0.43,0.88,0.67,139,The Star
Character_1196,0.88,0.61,0.41,114,The Charmer
Character_1197,0.94,0.71,0.32,127,The Mystic
Character_1198,0.93,0.49,0.47,120,The Hero
Character_1199,0.81,0.76,0.57,103,The Mystic
Character_1200,0.47,0.76,0.67,113,The Warrior
Character_1201,0.82,0.61,0.81,84,The Warrior
Character_1202,0.41,0.89,0.42,147,The Warrior
Character_1203,0.41,0.38,0.38,139,The Hero
Character_1204,0.58,0.31,0.88,119,The Charmer
Character_1205,0.67,0.76,0.36,101,The Lover
Character_1206,0.82,0.78,0.59,136,The Poet
Character_1207,0.78,0.37,0.65,72,The Charmer
Character_1208,0.65,0.46,0.62,143,The Warrior
Character_1209,0.55,0.31,0.35,120,The Charmer
Character_1210,0.95,0.48,0.33,136,The Dreamer
Character_1211,0.63,0.76,0.36,145,The Sage
Character_1212,0.65,0.61,0.65,117,The Sage
Character_1213,0.49,0.51,0.63,86,The Poet
Character_1214,0.84,0.52,0.44,76,The Poet
Character_1215,0.78,0.3,0.68,82,The Lover
Character_1216,0.52,0.48,0.79,135,The Dreamer
Character_1217,0.45,0.69,0.32,73,The Star
Character_1218,0.77,0.88,0.6,79,The Charmer
Character_1219,0.76,0.81,0.71,86,The Mystic
Character_1220,0.55,0.31,0.45,121,The Mystic
Character_1221,0.92,0.84,0.48,75,The Star
Character_1222,0.48,0.77,0.67,138,The Sage
Character_1223,0.64,0.77,0.84,143,The Star
Character_1224,0.92,0.57,0.79,78,The Charmer
Character_1225,0.63,0.54,0.65,146,The Dreamer
Character_1226,0.75,0.48,0.74,90,The Warrior
Character_1227,0.62,0.34,0.52,93,The Hero
Character_1228,0.55,0.44,0.68,73,The Warrior
Character_1229,0.94,0.45,0.58,93,The Hero
Character_1230,0.63,0.59,0.41,128,The Mystic
Character_1231,0.89,0.75,0.72,72,The Poet
Character_1232,0.53,0.58,0.63,137,The Charmer
Character_1233,0.52,0.33,0.52,109,The Warrior
Character_1234,0.42,0.87,0.85,117,The Star
Character_1235,0.76,0.87,0.31,123,The Dreamer
Character_1236,0.6,0.77,0.49,104,The Dreamer
Character_1237,0.88,0.89,0.33,125,The Sage
Character_1238,0.66,0.63,0.76,109,The Dreamer
Character_1239,0.93,0.88,0.72,146,The Dreamer
Character_1240,0.5,0.35,0.5,137,The Poet
Character_1241,0.88,0.52,0.71,115,The Star
Character_1242,0.83,0.44,0.54,147,The Mystic
Character_1243,0.82,0.42,0.75,82,The Dreamer
Character_1244,0.86,0.38,0.57,96,The Mystic
Character_1245,0.82,0.67,0.55,75,The Poet
Character_1246,0.74,0.77,0.86,86,The Dreamer
Character_1247,0.47,0.65,0.45,105,The Charmer
Character_1248,0.42,0.39,0.37,150,The Sage
Character_1249,0.91,0.79,0.65,71,The Warrior
Character_1250,0.74,0.68,0.88,146,The Charmer
Character_1251,0.84,0.53,0.53,121,The Rebel
Character_1252,0.66,0.7,0.34,135,The Lover
Character_1253,0.46,0.46,0.5,121,The Dreamer
Character_1254,0.47,0.51,0.6,112,The Mystic
Character_1255,0.78,0.85,0.4,91,The Lover
Character_1256,0.64,0.47,0.69,124,The Hero
Character_1257,0.51,0.58,0.9,136,The Dreamer
Character_1258,0.67,0.83,0.57,129,The Rebel
Character_1259,0.44,0.72,0.51,127,The Poet
Character_1260,0.72,0.34,0.54,81,The Sage
Character_1261,0.55,0.39,0.37,138,The Rebel
Character_1262,0.84,0.3,0.83,108,The Mystic
Character_1263,0.57,0.68,0.55,82,The Poet
Character_1264,0.65,0.57,0.53,110,The Warrior
Character_1265,0.41,0.38,0.7,126,The Poet
Character_1266,0.44,0.87,0.57,122,The Dreamer
Character_1267,0.62,0.62,0.69,81,The Lover
Character_1268,0.66,0.45,0.34,82,The Lover
Character_1269,0.73,0.6,0.79,143,The Mystic
Character_1270,0.56,0.71,0.86,126,The Poet
Character_1271,0.78,0.35,0.69,109,The Rebel
Character_1272,0.87,0.46,0.87,149,The Mystic
Character_1273,0.83,0.78,0.39,114,The Sage
Character_1274,0.42,0.58,0.59,104,The Mystic
Character_1275,0.66,0.63,0.66,72,The Mystic
Character_1276,0.46,0.56,0.65,74,The Warrior
Character_1277,0.53,0.33,0.54,80,The Charmer
Character_1278,0.94,0.4,0.5,140,The Dreamer
Character_1279,0.48,0.57,0.38,125,The Warrior
Character_1280,0.67,0.43,0.54,79,The Lover
Character_1281,0.74,0.33,0.4,103,The Lover
Character_1282,0.79,0.81,0.74,136,The Hero
Character_1283,0.71,0.89,0.43,141,The Hero
Character_1284,0.41,0.78,0.34,100,The Rebel
Character_1285,0.58,0.81,0.63,144,The Lover
Character_1286,0.68,0.45,0.66,140,The Charmer
Character_1287,0.45,0.88,0.82,135,The Warrior
Character_1288,0.59,0.42,0.65,139,The Sage
Character_1289,0.42,0.87,0.51,110,The Charmer
Character_1290,0.44,0.9,0.78,132,The Hero
Character_1291,0.62,0.73,0.62,101,The Poet
Character_1292,0.47,0.89,0.35,89,The Charmer
Character_1293,0.71,0.64,0.64,126,The Charmer
Character_1294,0.78,0.46,0.84,119,The Charmer
Character_1295,0.84,0.56,0.54,149,The Charmer
Character_1296,0.51,0.66,0.48,94,The Charmer
Character_1297,0.49,0.34,0.39,81,The Hero
Character_1298,0.46,0.67,0.39,140,The Lover
Character_1299,0.75,0.89,0.56,108,The Mystic
Character_1300,0.79,0.41,0.66,86,The Charmer
Character_1301,0.42,0.78,0.35,114,The Charmer
Character_1302,0.91,0.84,0.86,80,The Dreamer
Character_1303,0.43,0.87,0.75,139,The Lover
Character_1304,0.7,0.88,0.65,92,The Mystic
Character_1305,0.79,0.61,0.8,139,The Sage
Character_1306,0.88,0.89,0.35,107,The Sage
Character_1307,0.79,0.75,0.59,71,The Poet
Character_1308,0.84,0.4,0.68,148,The Star
Character_1309,0.59,0.59,0.8,141,The Warrior
Character_1310,0.85,0.73,0.77,106,The Dreamer
Character_1311,0.44,0.45,0.47,118,The Lover
Character_1312,0.89,0.68,0.86,121,The Lover
Character_1313,0.7,0.7,0.37,102,The Star
Character_1314,0.85,0.4,0.83,91,The Poet
Character_1315,0.65,0.64,0.88,74,The Rebel
Character_1316,0.75,0.76,0.41,87,The Hero
Character_1317,0.69,0.6,0.73,107,The Poet
Character_1318,0.8,0.31,0.32,106,The Mystic
Character_1319,0.44,0.31,0.54,133,The Poet
Character_1320,0.43,0.51,0.61,79,The Star
Character_1321,0.54,0.86,0.65,148,The Star
Character_1322,0.49,0.44,0.86,111,The Warrior
Character_1323,0.88,0.68,0.7,117,The Dreamer
Character_1324,0.52,0.43,0.59,113,The Charmer
Character_1325,0.94,0.49,0.79,85,The Sage
Character_1326,0.59,0.81,0.87,123,The Star
Character_1327,0.5,0.74,0.31,104,The Warrior
Character_1328,0.83,0.36,0.89,97,The Hero
Character_1329,0.76,0.56,0.35,71,The Sage
Character_1330,0.67,0.32,0.79,82,The Rebel
Character_1331,0.71,0.59,0.47,110,The Lover
Character_1332,0.8,0.7,0.38,149,The Hero
Character_1333,0.53,0.37,0.56,128,The Rebel
Character_1334,0.95,0.47,0.69,138,The Sage
Character_1335,0.94,0.54,0.53,122,The Hero
Character_1336,0.76,0.85,0.33,114,The Warrior
Character_1337,0.51,0.9,0.66,89,The Rebel
Character_1338,0.77,0.33,0.84,93,The Lover
Character_1339,0.44,0.76,0.53,130,The Charmer
Character_1340,0.42,0.52,0.43,127,The Warrior
Character_1341,0.54,0.54,0.57,96,The Mystic
Character_1342,0.65,0.75,0.33,95,The Lover
Character_1343,0.88,0.85,0.79,76,The Dreamer
Character_1344,0.8,0.87,0.8,111,The Poet
Character_1345,0.81,0.65,0.65,116,The Dreamer
Character_1346,0.63,0.51,0.51,122,The Star
Character_1347,0.59,0.77,0.78,128,The Charmer
Character_1348,0.6,0.45,0.63,107,The Mystic
Character_1349,0.94,0.64,0.8,138,The Mystic
Character_1350,0.42,0.52,0.68,122,The Poet
Character_1351,0.88,0.69,0.77,84,The Rebel
Character_1352,0.72,0.44,0.66,95,The Poet
Character_1353,0.64,0.41,0.55,117,The Star
Character_1354,0.8,0.85,0.87,88,The Dreamer
Character_1355,0.67,0.36,0.62,78,The Mystic
Character_1356,0.88,0.6,0.66,133,The Dreamer
Character_1357,0.9,0.43,0.43,123,The Lover
Character_1358,0.63,0.32,0.68,120,The Charmer
Character_1359,0.55,0.32,0.64,108,The Hero
Character_1360,0.73,0.41,0.41,73,The Star
Character_1361,0.9,0.82,0.34,72,The Hero
Character_1362,0.52,0.47,0.66,133,The Star
Character_1363,0.74,0.87,0.76,98,The Sage
Character_1364,0.75,0.65,0.61,80,The Charmer
Character_1365,0.8,0.56,0.44,127,The Lover
Character_1366,0.47,0.65,0.7,144,The Charmer
Character_1367,0.79,0.61,0.35,96,The Rebel
Character_1368,0.9,0.76,0.57,90,The Star
Character_1369,0.5,0.47,0.4,108,The Hero
Character_1370,0.53,0.51,0.41,115,The Star
Character_1371,0.93,0.84,0.42,135,The Rebel
Character_1372,0.5,0.87,0.53,105,The Star
Character_1373,0.87,0.84,0.33,144,The Charmer
Character_1374,0.67,0.55,0.54,134,The Warrior
Character_1375,0.54,0.77,0.61,132,The Star
Character_1376,0.88,0.59,0.59,104,The Sage
Character_1377,0.64,0.6,0.53,100,The Sage
Character_1378,0.68,0.42,0.8,97,The Mystic
Character_1379,0.6,0.65,0.39,70,The Sage
Character_1380,0.73,0.41,0.6,94,The Star
Character_1381,0.49,0.5,0.34,112,The Star
Character_1382,0.62,0.81,0.34,136,The Warrior
Character_1383,0.93,0.42,0.64,132,The Sage
Character_1384,0.54,0.34,0.64,120,The Dreamer
Character_1385,0.76,0.34,0.83,71,The Star
Character_1386,0.58,0.86,0.63,133,The Lover
Character_1387,0.83,0.6,0.88,143,The Lover
Character_1388,0.47,0.55,0.33,138,The Hero
Character_1389,0.93,0.79,0.36,78,The Warrior
Character_1390,0.65,0.8,0.33,71,The Rebel
Character_1391,0.53,0.5,0.41,103,The Dreamer
Character_1392,0.44,0.72,0.62,129,The Star
Character_1393,0.49,0.76,0.69,130,The Charmer
Character_1394,0.69,0.69,0.33,100,The Poet
Character_1395,0.59,0.39,0.87,79,The Poet
Character_1396,0.86,0.83,0.81,145,The Rebel
Character_1397,0.64,0.62,0.48,105,The Mystic
Character_1398,0.54,0.47,0.35,118,The Charmer
Character_1399,0.74,0.56,0.4,139,The Poet
Character_1400,0.79,0.32,0.38,118,The Rebel
Character_1401,0.49,0.38,0.37,72,The Poet
Character_1402,0.49,0.76,0.61,143,The Warrior
Character_1403,0.42,0.3,0.45,74,The Hero
Character_1404,0.81,0.55,0.51,130,The Mystic
Character_1405,0.77,0.61,0.89,95,The Warrior
Character_1406,0.66,0.33,0.71,141,The Charmer
Character_1407,0.86,0.88,0.87,74,The Rebel
Character_1408,0.84,0.44,0.39,84,The Dreamer
Character_1409,0.72,0.48,0.53,85,The Charmer
Character_1410,0.88,0.48,0.63,70,The Charmer
Character_1411,0.51,0.44,0.35,85,The Sage
Character_1412,0.46,0.3,0.3,106,The Dreamer
Character_1413,0.55,0.74,0.7,72,The Lover
Character_1414,0.43,0.88,0.69,121,The Sage
Character_1415,0.69,0.43,0.55,116,The Rebel
Character_1416,0.92,0.7,0.59,82,The Lover
Character_1417,0.42,0.75,0.55,149,The Poet
Character_1418,0.47,0.81,0.31,124,The Poet
Character_1419,0.65,0.55,0.5,90,The Charmer
Character_1420,0.91,0.48,0.41,135,The Sage
Character_1421,0.57,0.5,0.36,123,The Star
Character_1422,0.68,0.73,0.87,96,The Dreamer
Character_1423,0.42,0.79,0.66,107,The Lover
Character_1424,0.48,0.41,0.74,127,The Dreamer
Character_1425,0.94,0.52,0.49,131,The Sage
Character_1426,0.93,0.84,0.54,115,The Charmer
Character_1427,0.4,0.78,0.44,80,The Warrior
Character_1428,0.92,0.89,0.36,141,The Poet
Character_1429,0.75,0.75,0.41,77,The Lover
Character_1430,0.88,0.54,0.78,140,The Lover
Character_1431,0.65,0.65,0.71,133,The Rebel
Character_1432,0.68,0.7,0.63,90,The Lover
Character_1433,0.67,0.35,0.59,141,The Sage
Character_1434,0.77,0.63,0.85,132,The Lover
Character_1435,0.48,0.73,0.34,133,The Lover
Character_1436,0.42,0.4,0.47,89,The Dreamer
Character_1437,0.57,0.77,0.51,77,The Charmer
Character_1438,0.79,0.65,0.77,127,The Hero
Character_1439,0.51,0.87,0.9,115,The Lover
Character_1440,0.77,0.33,0.44,100,The Star
Character_1441,0.93,0.46,0.82,78,The Charmer
Character_1442,0.45,0.66,0.8,84,The Mystic
Character_1443,0.77,0.48,0.43,95,The Rebel
Character_1444,0.64,0.73,0.54,79,The Dreamer
Character_1445,0.88,0.76,0.55,98,The Rebel
Character_1446,0.5,0.36,0.89,149,The Warrior
Character_1447,0.78,0.61,0.41,105,The Lover
Character_1448,0.86,0.61,0.78,106,The Poet
Character_1449,0.92,0.52,0.5,140,The Star
Character_1450,0.78,0.86,0.74,92,The Dreamer
Character_1451,0.67,0.8,0.55,110,The Rebel
Character_1452,0.74,0.72,0.65,149,The Lover
Character_1453,0.88,0.73,0.8,97,The Poet
Character_1454,0.71,0.58,0.78,117,The Poet
Character_1455,0.42,0.85,0.82,107,The Warrior
Character_1456,0.91,0.72,0.34,100,The Charmer
Character_1457,0.78,0.74,0.72,83,The Star
Character_1458,0.77,0.82,0.38,142,The Hero
Character_1459,0.52,0.46,0.55,146,The Star
Character_1460,0.76,0.78,0.63,98,The Warrior
Character_1461,0.62,0.42,0.54,120,The Sage
Character_1462,0.76,0.51,0.61,118,The Charmer
Character_1463,0.46,0.5,0.9,112,The Dreamer
Character_1464,0.76,0.89,0.38,141,The Charmer
Character_1465,0.95,0.81,0.71,74,The Warrior
Character_1466,0.43,0.72,0.54,111,The Warrior
Character_1467,0.94,0.74,0.38,76,The Dreamer
Character_1468,0.62,0.64,0.4,111,The Dreamer
Character_1469,0.88,0.87,0.87,105,The Dreamer
Character_1470,0.83,0.6,0.83,96,The Charmer
Character_1471,0.71,0.53,0.84,127,The Lover
Character_1472,0.81,0.4,0.89,115,The Rebel
Character_1473,0.88,0.77,0.42,135,The Mystic
Character_1474,0.62,0.74,0.51,94,The Dreamer
Character_1475,0.58,0.53,0.7,142,The Rebel
Character_1476,0.77,0.32,0.59,96,The Mystic
Character_1477,0.84,0.8,0.55,70,The Charmer
Character_1478,0.82,0.31,0.51,143,The Rebel
Character_1479,0.84,0.72,0.66,111,The Dreamer
Character_1480,0.64,0.88,0.65,121,The Hero
Character_1481,0.85,0.56,0.4,94,The Warrior
Character_1482,0.47,0.44,0.58,123,The Rebel
Character_1483,0.7,0.72,0.63,136,The Poet
Character_1484,0.4,0.79,0.64,75,The Poet
Character_1485,0.58,0.63,0.43,127,The Rebel
Character_1486,0.6,0.88,0.75,139,The Dreamer
Character_1487,0.62,0.33,0.32,122,The Star
Character_1488,0.78,0.6,0.51,135,The Dreamer
Character_1489,0.61,0.73,0.77,127,The Charmer
Character_1490,0.65,0.82,0.64,71,The Dreamer
Character_1491,0.53,0.41,0.46,145,The Charmer
Character_1492,0.61,0.78,0.72,91,The Star
Character_1493,0.52,0.63,0.64,106,The Hero
Character_1494,0.44,0.54,0.78,89,The Charmer
Character_1495,0.73,0.38,0.74,93,The Sage
Character_1496,0.77,0.82,0.67,134,The Poet
Character_1497,0.74,0.39,0.59,134,The Warrior
Character_1498,0.65,0.49,0.38,150,The Poet
Character_1499,0.61,0.47,0.46,70,The Charmer
Character_1500,0.87,0.82,0.55,72,The Sage
